Subject,Predicate,Object,Section,Organism,PMCID
GliosisWithoutHS,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus)) or (NoNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus))),,,
GliosisWithoutHS,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only Subiculum)) or (NoNeuronalLoss and (isLocatedAt only Subiculum))),,,
HippocampalSclerosis,hasNeuronalLossValue,NeuronalLoss                        ,,,
HSType1,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA2Field)) or (NoNeuronalLoss and (isLocatedAt only CA2Field)) or (SevereNeuronalLoss and (isLocatedAt only CA2Field))),,,
HSType1,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA3Field)) or (NoNeuronalLoss and (isLocatedAt only CA3Field)) or (SevereNeuronalLoss and (isLocatedAt only CA3Field))),,,
HSType1,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus)) or (NoNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus)) or (SevereNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus))),,,
HSType1,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only Subiculum)) or (NoNeuronalLoss and (isLocatedAt only Subiculum))),,,
HSType1,hasNeuronalLossValue,(SevereNeuronalLoss and (isLocatedAt only CA1Field))              ,,,
HSType1,hasNeuronalLossValue,(SevereNeuronalLoss and (isLocatedAt only CA4Field))              ,,,
HSType2,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA1Field)) or (SevereNeuronalLoss and (isLocatedAt only CA1Field))),,,
HSType2,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA2Field)) or (NoNeuronalLoss and (isLocatedAt only CA2Field))),,,
HSType2,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA3Field)) or (NoNeuronalLoss and (isLocatedAt only CA3Field))),,,
HSType2,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA4Field)) or (NoNeuronalLoss and (isLocatedAt only CA4Field))),,,
HSType2,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus)) or (NoNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus))),,,
HSType2,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only Subiculum)) or (NoNeuronalLoss and (isLocatedAt only Subiculum))),,,
HSType3,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA1Field)) or (NoNeuronalLoss and (isLocatedAt only CA1Field))),,,
HSType3,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA2Field)) or (NoNeuronalLoss and (isLocatedAt only CA2Field))),,,
HSType3,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA3Field)) or (NoNeuronalLoss and (isLocatedAt only CA3Field)) or (SevereNeuronalLoss and (isLocatedAt only CA3Field))),,,
HSType3,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only CA4Field)) or (SevereNeuronalLoss and (isLocatedAt only CA4Field))),,,
HSType3,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus)) or (NoNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus)) or (SevereNeuronalLoss and (isLocatedAt only DentateGyrusHippocampus))),,,
HSType3,hasNeuronalLossValue,((ModerateNeuronalLoss and (isLocatedAt only Subiculum)) or (NoNeuronalLoss and (isLocatedAt only Subiculum))),,,
FocalCorticalDysplasiaTypeIA,hasNeuroPathologyFinding,AbnormalRadialCorticalLamination                  ,,,
FocalCorticalDysplasiaTypeIB,hasNeuroPathologyFinding,AbnormalTangentialCorticalLamination                  ,,,
FocalCorticalDysplasiaTypeIC,hasNeuroPathologyFinding,(AbnormalRadialCorticalLamination and AbnormalTangentialCorticalLamination)                ,,,
FocalCorticalDysplasiaTypeIIA,hasNeuroPathologyFinding,DysmorphicNeurons                  ,,,
FocalCorticalDysplasiaTypeIIIB,hasNeuroPathologyFinding,(CorticalDyslamination and (BrainGlialNeuronalTumor or (isAdjacentTo only BrainGlialTumor)))            ,,,
FocalCorticalDysplasiaTypeIIIC,hasNeuroPathologyFinding,(CorticalDyslamination and (isAdjacentTo only VascularMalformation))              ,,,
Brain,hasPart,only BrainSegment                 ,,,
BrainGlialNeuronalTumor,hasPart,Cyst                  ,,,
Cell,hasPart,SubCellularStructure                  ,,,
SeizureCluster,hasPart,(BilateralSeizure or EpilepticSeizure or FocalSeizure or GeneralizedSeizure)            ,,,
VariationID50820,hasPhenotype,FamilialFocalEpilepsyWithVariableFoci                  ,,,
VariationID50822,hasPhenotype,FamilialFocalEpilepsyWithVariableFoci                  ,,,
VariationID50824,hasPhenotype,FamilialFocalEpilepsyWithVariableFoci                  ,,,
VariationID50825,hasPhenotype,FamilialFocalEpilepsyWithVariableFoci                  ,,,
VariationID59809,hasPhenotype,FamilialFocalEpilepsyWithVariableFoci                  ,,,
VariationID60708,hasPhenotype,EarlyInfantileEpilepticEncephalopathyWithSuppressionBursts                  ,,,
VariationID60767,hasPhenotype,(EarlyInfantileEpilepticEncephalopathyWithSuppressionBursts or GeneralizedEpilepsyWithFebrileSeizuresPlus)                ,,,
VariationID68500,hasPhenotype,DravetSyndrome                  ,,,
VariationID68502,hasPhenotype,(DravetSyndrome or GeneralizedEpilepsyWithFebrileSeizuresPlus)                ,,,
VariationID68504,hasPhenotype,(DravetSyndrome or EarlyInfantileEpilepticEncephalopathyWithSuppressionBursts)                ,,,
VariationID68505,hasPhenotype,(DravetSyndrome or EarlyInfantileEpilepticEncephalopathyWithSuppressionBursts)                ,,,
VariationID68512,hasPhenotype,(DravetSyndrome or GeneralizedEpilepsy)                ,,,
VariationID68520,hasPhenotype,(DravetSyndrome or EarlyInfantileEpilepticEncephalopathyWithSuppressionBursts or GeneralizedEpilepsyWithFebrileSeizuresPlus)              ,,,
VariationID68523,hasPhenotype,(DravetSyndrome or EarlyInfantileEpilepticEncephalopathyWithSuppressionBursts or GeneralizedEpilepsyWithFebrileSeizuresPlus)              ,,,
VariationID88682,hasPhenotype,AutosomalDominantNocturnalFrontalLobeEpilepsy                  ,,,
VariationID88683,hasPhenotype,AutosomalDominantNocturnalFrontalLobeEpilepsy                  ,,,
VariationID88727,hasPhenotype,ChildhoodRolandicEpilepsy                  ,,,
VariationID88728,hasPhenotype,FocalEpilepsy                  ,,,
VariationID88729,hasPhenotype,FocalEpilepsy                  ,,,
VariationID88731,hasPhenotype,FocalEpilepsy                  ,,,
VariationID88732,hasPhenotype,FocalEpilepsy                  ,,,
VariationID88733,hasPhenotype,FocalEpilepsy                  ,,,
VariationID88734,hasPhenotype,FocalEpilepsy                  ,,,
PrematureMortality,hasPosture,PostureAtDeath                  ,,,
AutosomalDominantNocturnalFrontalLobeEpilepsy,hasPreferredMedication,Zonisamide                  ,,,
AutosomalDominantPartialEpilepsyWithAuditoryFeatures,hasPreferredMedication,(Phenytoin or Valproate)                ,,,
ChildhoodAbsenceEpilepsy,hasPreferredMedication,(Ethosuximide or Valproate)                ,,,
ChildhoodEpilepsyWithOccipitalParoxysms,hasPreferredMedication,Clobazam                  ,,,
ChildhoodRolandicEpilepsy,hasPreferredMedication,(Gabapentin or Levetiracetam or Phenytoin or Valproate)            ,,,
DravetSyndrome,hasPreferredMedication,(Clobazam or Clonazepam or Levetiracetam or Topiramate or Valproate or Zonisamide)        ,,,
FocalEpilepsy,hasPreferredMedication,Carbamazepine                  ,,,
JuvenileAbsenceEpilepsy,hasPreferredMedication,(Ethosuximide or Valproate)                ,,,
JuvenileMyoclonicEpilepsy,hasPreferredMedication,(Lamotrigine or Levetiracetam or Topiramate or Valproate or Zonisamide)          ,,,
OrbitoFrontalEpilepsy,hasPreferredMedication,Phenytoin                  ,,,
PrimaryReadingEpilepsy,hasPreferredMedication,(Lamotrigine or Levetiracetam or Topiramate or Valproate or Zonisamide)          ,,,
DravetSyndrome,hasPrematureMortality,SuddenUnexpectedDeathinEpilepsy                  ,,,
Adolescent,hasRecordedAge,max 18 Year                ,,,
Adolescent,hasRecordedAge,min 13 Year                ,,,
Adult,hasRecordedAge,min 19 Year                ,,,
Child,hasRecordedAge,max 12 Year                ,,,
Child,hasRecordedAge,min 2 Year                ,,,
Infant,hasRecordedAge,max 1 Year                ,,,
Infant,hasRecordedAge,min 2 Month                ,,,
Neonate,hasRecordedAge,max 1 Month                ,,,
Senior,hasRecordedAge,min 65 Year                ,,,
FocalSeizure,hasSeizureOnsetZone,CerebralHemisphereLobe                  ,,,
OccipitalLobeEpilepsy,hasSeizureOnsetZone,OccipitalLobeSegment                  ,,,
OrbitoFrontalEpilepsy,hasSeizureOnsetZone,FrontalLobeOrbitofrontalSegment                  ,,,
ParietalLobeEpilepsy,hasSeizureOnsetZone,ParietalLobeSegment                  ,,,
AmygdalarEpilepsy,hasSemiologyFeature,PsychicAura                  ,,,
AnteriorCingulateEpilepsy,hasSemiologyFeature,(HypermotorSeizure or PsychicAura or SimpleMotorSeizure)              ,,,
AutosomalDominantNocturnalFrontalLobeEpilepsy,hasSemiologyFeature,HypermotorSeizure                  ,,,
AutosomalDominantPartialEpilepsyWithAuditoryFeatures,hasSemiologyFeature,(AphasicSeizure or AuditoryAura)                ,,,
BenignChildhoodEpilepsyWithCentrotemporalSpikes,hasSemiologyFeature,(ClonicSeizure or SomatosensoryAura or TonicSeizure)              ,,,
ChildhoodAbsenceEpilepsy,hasSemiologyFeature,DialepticSeizure                  ,,,
ChildhoodEpilepsyWithOccipitalParoxysms,hasSemiologyFeature,(ClonicSeizure or VisualAura)                ,,,
ChildhoodRolandicEpilepsy,hasSemiologyFeature,(AphasicSeizure or AutonomicSeizure or SimpleMotorSeizure or SomatosensoryAura or StatusEpilepticus or TonicClonicSeizure)        ,,,
ChronicProgressiveEpilepsiaPartialisContinuaofChildhood,hasSemiologyFeature,MyoclonicSeizure                  ,,,
DravetSyndrome,hasSemiologyFeature,(HemiClonicSeizure or MyoclonicSeizure)                ,,,
EpilepsyWithGeneralTonicClonicSeizureOnAwakening,hasSemiologyFeature,MyoclonicSeizure                  ,,,
GeneralizedEpilepsyWithFebrileSeizuresPlus,hasSemiologyFeature,(DialepticSeizure or SimpleMotorSeizure)                ,,,
HippocampalEpilepsy,hasSemiologyFeature,AbdominalAura                  ,,,
HypothalamicEpilepsy,hasSemiologyFeature,GelasticSeizure                  ,,,
InsularEpilepsy,hasSemiologyFeature,SomatosensoryAura                  ,,,
JuvenileAbsenceEpilepsy,hasSemiologyFeature,(AutomotorSeizure or DialepticSeizure or MyoclonicSeizure or TonicClonicSeizure)            ,,,
JuvenileMyoclonicEpilepsy,hasSemiologyFeature,(DialepticSeizure or MyoclonicSeizure or TonicClonicSeizure)              ,,,
LateralFrontalEpilepsy,hasSemiologyFeature,(Aura or MotorSeizure)                ,,,
LateralTemporalEpilepsy,hasSemiologyFeature,(AuditoryAura or AutomotorSeizure or ClonicSeizure or PostictalNoseWiping or PostictalToddsParalysis or TonicSeizure or VersiveSeizure)      ,,,
MesialFrontalEpilepsy,hasSemiologyFeature,(BilateralAsymmetricTonicSeizure or HypermotorSeizure)                ,,,
OccipitalLobeEpilepsy,hasSemiologyFeature,VisualHallucination                  ,,,
OrbitoFrontalEpilepsy,hasSemiologyFeature,(AutonomicSeizure or HypermotorSeizure or OlfactoryAura)              ,,,
ParietalLobeEpilepsy,hasSemiologyFeature,(AphasicSeizure or SomatosensoryAura)                ,,,
PosteriorCingulateEpilepsy,hasSemiologyFeature,(AbdominalAura or AutomotorSeizure or DialepticSeizure or PsychicAura or SimpleMotorSeizure),,,
PrefrontalEpilepsy,hasSemiologyFeature,(AutomotorSeizure or GelasticSeizure or HypermotorSeizure)              ,,,
PrimaryReadingEpilepsy,hasSemiologyFeature,MyoclonicSeizure                  ,,,
DEPDC5,hasSequenceVariant,only (VariationID50820 or VariationID50822 or VariationID50824 or VariationID50825 or VariationID59809)         ,,,
GABRG2,hasSequenceVariant,only VariationID60708                 ,,,
GRIN2A,hasSequenceVariant,(VariationID88727 or VariationID88728 or VariationID88729 or VariationID88732 or VariationID88733 or VariationID88734)        ,,,
SCN1A,hasSequenceVariant,(VariationID68500 or VariationID68502 or VariationID68504 or VariationID68505 or VariationID68506 or VariationID68512 or VariationID68520 or VariationID68523)    ,,,
SCN1B,hasSequenceVariant,only VariationID60767                 ,,,
SPAG1,hasSequenceVariant,(VariationID88682 or VariationID88683)                ,,,
VariationID50820,hasSequenceVariant,SingleNucleotideVariant                  ,,,
VariationID50822,hasSequenceVariant,SingleNucleotideVariant                  ,,,
VariationID50824,hasSequenceVariant,SingleNucleotideVariant                  ,,,
VariationID50825,hasSequenceVariant,SingleNucleotideVariant                  ,,,
VariationID59809,hasSequenceVariant,SingleNucleotideVariant                  ,,,
Amitriptyline,hasTradename,(Elavil or Etrafon or Limbitrol or Vanatrip)            ,,,
Amphetamine,hasTradename,Adderall                  ,,,
Aripiprazole,hasTradename,Abilify                  ,,,
Asenapine,hasTradename,Saphris                  ,,,
Atomoxetine,hasTradename,Strattera                  ,,,
Bupropion,hasTradename,(Aplenzin or Budeprion or Buproban or Forfivo or Wellbutrin or Zyban)        ,,,
Cannabidiol,hasTradename,Epidiolex                  ,,,
Carbamazepine,hasTradename,(Carbatrol or Tegretol or TegretolXR)              ,,,
Citalopram,hasTradename,(Celexa or Cipramil or Citalopraam)              ,,,
Clobazam,hasTradename,(Frisium or Onfi)                ,,,
Clomipramine,hasTradename,(Anafranil or Clomicalm)                ,,,
Clonazepam,hasTradename,Klonopin                  ,,,
Clozapine,hasTradename,(Clozaril or Fazaclo or Versacloz)              ,,,
Desipramine,hasTradename,(Norpramin or Pertofrane)                ,,,
Desvenlafaxine,hasTradename,Pristiq                  ,,,
Dexmethylphenidate,hasTradename,Focalin                  ,,,
Dextroamphetamine,hasTradename,(Adderall or Dexedrine or DextroStat or LiquADD or ProCentra or Zenzedi)        ,,,
Diazepam,hasTradename,Diastat                  ,,,
Doxepin,hasTradename,(Prudoxin or Silenor or Zonalon)              ,,,
Droperidol,hasTradename,Inapsine                  ,,,
Duloxetine,hasTradename,Cymbalta                  ,,,
Escitalopram,hasTradename,Lexapro                  ,,,
Ethosuximide,hasTradename,Zarontin                  ,,,
Ezogabine,hasTradename,Potiga                  ,,,
Felbamate,hasTradename,Felbatol                  ,,,
Fenfluramine,hasTradename,Fintepla                  ,,,
Fluoxetine,hasTradename,(Prozac or Rapiflux or Reconcile or Sarafem or Symbyax)          ,,,
Fluphenazine,hasTradename,(Permitil or Prolixin)                ,,,
Fluvoxamine,hasTradename,Luvox                  ,,,
Fosphenytoin,hasTradename,(Cerebyx or Sesquient)                ,,,
Gabapentin,hasTradename,(Fanatrex or Gabarone or Gralise or Horizant or Neurontin)          ,,,
Haloperidol,hasTradename,Haldol                  ,,,
Iloperidone,hasTradename,Fanapt                  ,,,
Imipramine,hasTradename,(Tofranil or Tofranil-PM)                ,,,
Isocarboxazid,hasTradename,Marplan                  ,,,
Lacosamide,hasTradename,Vimpat                  ,,,
Lamotrigine,hasTradename,Lamictal                  ,,,
Levetiracetam,hasTradename,(Keppra or KeppraXR)                ,,,
Lisdexamfetamine,hasTradename,Vyvanse                  ,,,
Lorazepam,hasTradename,Ativan                  ,,,
Lurasidone,hasTradename,Latuda                  ,,,
Mesoridazine,hasTradename,Serentil                  ,,,
Methylphenidate,hasTradename,(Concerta or Daytrana or Metadate or Methylin or Quillivant or Ritalin)        ,,,
Milnacipran,hasTradename,Savella                  ,,,
Mirtazapine,hasTradename,Remeron                  ,,,
Nefazodone,hasTradename,Serzone                  ,,,
Nortriptyline,hasTradename,Pamelor                  ,,,
Olanzapine,hasTradename,(Symbyax or Zyprexa)                ,,,
Oxcarbazepine,hasTradename,(Oxtellar or Trileptal)                ,,,
Paliperidone,hasTradename,Invega                  ,,,
Paroxetine,hasTradename,(Brisdelle or Paxil or Pexeva)              ,,,
Perphenazine,hasTradename,(Etrafon or Trilafon)                ,,,
Phenobarbital,hasTradename,(Alkabel or Bellatal or D-Tal or Donnapine or Donnatal or Haponal or Hyosophen or Luminal or Quadrinal or Servira),,,
Phenytoin,hasTradename,(Di-Phen or Dilantin or Euthasol or Phenytek)            ,,,
Pimozide,hasTradename,Orap                  ,,,
Pregabalin,hasTradename,Lyrica                  ,,,
Primidone,hasTradename,Mysoline                  ,,,
Prochlorperazine,hasTradename,(Compazine or Compro)                ,,,
Promazine,hasTradename,Primazine                  ,,,
Promethazine,hasTradename,Promethegan                  ,,,
Quetiapine,hasTradename,Seroquel                  ,,,
Risperidone,hasTradename,Risperdal                  ,,,
Rufinamide,hasTradename,(Banzel or Inovelon)                ,,,
Stiripentol,hasTradename,Diacomit                  ,,,
Thioridazine,hasTradename,(Mellaril or Mellaril-S)                ,,,
Thiothixene,hasTradename,(Navane or Noxene)                ,,,
Tiagabine,hasTradename,Gabitril                  ,,,
Topiramate,hasTradename,(Qsymia or Topamax or Topiragen)              ,,,
Trifluoperazine,hasTradename,Stelazine                  ,,,
Valproate,hasTradename,(Depacon or Depakene or Depakote or DepakoteER or Epilim or Stavzor)        ,,,
Vigabatrin,hasTradename,Sabril                  ,,,
Ziprasidone,hasTradename,Geodon                  ,,,
Zonisamide,hasTradename,Zonegran                  ,,,
FibrillaryAstrogliosis,hasValue,exactly 2 xsd:integer                ,,,
Gliosis,hasValue,exactly 1 xsd:integer                ,,,
InnumerableSeizure,hasValue,xsd:integer[>= 10]                 ,,,
ModerateAstrogliosis,hasValue,exactly 0 xsd:integer                ,,,
